index,datetime,vh,vv,rvi
0,2021-11-04 22:45:36.411115,0.039148692,0.085078225,0.70763993
0,2021-11-10 22:46:08.655270,0.034204554,0.103746876,0.49385172
0,2021-11-11 11:11:55.398152,0.044160776,0.14152804,0.46391284
0,2021-11-16 22:45:36.313857,0.02995637,0.116193555,0.37118962
0,2021-11-22 22:46:08.483277,0.03276496,0.22645824,0.17974783
0,2021-11-23 11:11:55.171527,0.026254123,0.058069468,0.6949164
0,2021-11-28 22:45:35.799166,0.075706154,0.23166335,0.48895133
0,2021-12-04 22:46:07.919581,0.08404921,0.1612051,0.8024823
0,2021-12-05 11:11:54.609425,0.041761298,0.20464022,0.27909744
0,2021-12-10 22:45:35.316746,0.026061475,0.10786071,0.3433837
0,2021-12-16 22:46:07.511215,0.0033106033,0.028466392,0.13450904
0,2021-12-17 11:11:54.196354,0.0062519154,0.027197707,0.32321593
0,2021-12-22 22:45:34.433936,0.0066848113,0.074211575,0.095016725
0,2021-12-28 22:46:06.761481,0.006128926,0.04307884,0.1758272
0,2021-12-29 11:11:53.438580,0.006217447,0.032928765,0.25318822
0,2022-01-09 22:46:06.347730,0.011730671,0.23714676,0.040932283
0,2022-01-10 11:11:53.057355,0.01837502,0.23446636,0.07836633
0,2022-01-21 22:46:05.657153,0.023416543,0.12364173,0.2541616
0,2022-01-22 11:11:52.377922,0.03029198,0.17632611,0.22454272
0,2022-02-02 22:46:04.929540,0.02097252,0.045884196,0.70277834
0,2022-02-03 11:11:51.699083,0.021293908,0.056379735,0.5741595
0,2022-02-14 22:46:05.071585,0.00798723,0.024250375,0.4932989
0,2022-02-15 11:11:51.767747,0.018685307,0.03277371,0.8752218
0,2022-02-26 22:46:04.969244,0.03775146,0.16362366,0.32467726
0,2022-03-10 22:46:04.925705,0.03200686,0.089865625,0.5383517
0,2022-03-11 11:11:51.691272,0.029282877,0.05015766,0.8951945
0,2022-03-22 22:46:05.287764,0.07037477,0.2222462,0.47176677
0,2022-03-23 11:11:52.064532,0.037882827,0.09868701,0.5843747
0,2022-04-03 22:46:05.477503,0.073902555,0.20299253,0.5515391
0,2022-04-04 11:11:52.234391,0.019111931,0.07574126,0.3617753
0,2022-04-15 22:46:05.644861,0.017257426,0.14912577,0.13361643
0,2022-04-16 11:11:52.470632,0.018095726,0.12395041,0.18187788
0,2022-04-27 22:46:06.296981,0.008176956,0.30333462,0.01701125
0,2022-04-28 11:11:53.135539,0.0075346716,0.19833495,0.028007098
0,2022-05-09 22:46:06.912236,0.021973804,0.20214386,0.12280151
0,2022-05-10 11:11:53.723854,0.032374047,0.27895966,0.134127
0,2022-05-21 22:46:07.705465,0.018921327,0.09797341,0.26049232
0,2022-05-22 11:11:54.509303,0.038340475,0.10767424,0.53820944
0,2022-06-02 22:46:08.840031,0.016006818,0.03755539,0.65347624
0,2022-06-03 11:11:55.667800,0.025360445,0.04136286,0.9373008
0,2022-06-14 22:46:09.386909,0.038556613,0.096040525,0.61327404
0,2022-06-15 11:11:56.125679,0.04181228,0.13002488,0.48010933
0,2022-06-26 22:46:10.363160,0.022242578,0.11592227,0.25836957
0,2022-06-27 11:11:57.147850,0.026875895,0.06395792,0.64377344
0,2022-07-08 22:46:10.959030,0.018066805,0.09147044,0.2679411
0,2022-07-09 11:11:57.770925,0.04109506,0.23311214,0.23207381
0,2022-07-21 11:11:58.504828,0.04633302,0.23444858,0.26812848
0,2022-08-01 22:46:12.528362,0.020887475,0.09448513,0.30813065
0,2022-08-02 11:11:59.338449,0.011113266,0.08547765,0.15610549
