ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
1,Chau_Phu,10.542192,105.18792,WS,T,10-04-2022,1.4,7162.352117564387
2,Chau_Thanh,10.400189,105.331053,SA,T,15-07-2022,1.32,5996.775840338605
3,Chau_Phu,10.505489,105.203926,SA,D,14-07-2022,1.4,6216.987044992849
4,Chau_Phu,10.52352,105.138274,WS,D,10-04-2022,1.8,7181.393054039708
5,Thoai_Son,10.29466,105.248528,SA,T,20-07-2022,2.2,6040.696087632515
6,Chau_Phu,10.633572,105.172813,WS,D,12-04-2022,2.5,6839.796060526614
7,Chau_Thanh,10.434116,105.27315,SA,T,15-07-2022,2.2,6011.277290319296
8,Chau_Phu,10.61225,105.175364,SA,D,09-08-2022,4.0,6224.23992211934
9,Thoai_Son,10.268095,105.344826,WS,T,10-04-2022,1.5,6961.887398231531
10,Chau_Phu,10.523312,105.286299,WS,T,01-04-2022,3.0,7055.944335631611
11,Chau_Phu,10.554634,105.1522,SA,D,04-07-2022,2.3,6242.278651327229
12,Chau_Phu,10.542998,105.261159,SA,D,14-07-2022,4.9,6110.75389782607
13,Chau_Phu,10.473786,105.190479,SA,T,14-07-2022,1.7,6085.515542675678
14,Chau_Phu,10.52352,105.138274,SA,D,20-07-2022,1.8,6033.012217498283
15,Chau_Thanh,10.371317,105.31009,SA,T,04-08-2022,2.0,6146.888903794233
16,Chau_Thanh,10.456905,105.186106,WS,T,26-03-2022,1.529,7119.783113552856
17,Chau_Phu,10.441423,105.115088,SA,D,20-07-2022,4.0,6060.59430230497
18,Thoai_Son,10.227343,105.230821,SA,T,20-07-2022,1.8,6115.827041748874
19,Thoai_Son,10.279477,105.288145,SA,T,20-07-2022,2.0,6013.050819310318
20,Thoai_Son,10.326776,105.33819,WS,T,12-04-2022,1.7,6970.06138615071
21,Thoai_Son,10.293434,105.256309,WS,T,13-04-2022,2.3,7162.83351499039
22,Chau_Thanh,10.405702,105.208668,SA,T,20-07-2022,1.32,6005.497013472637
23,Chau_Phu,10.56984,105.190938,WS,T,10-04-2022,2.3,7104.777999403396
24,Chau_Thanh,10.41636,105.142144,SA,T,26-07-2022,1.43,6062.946962187406
25,Chau_Thanh,10.371317,105.31009,WS,T,10-04-2022,2.0,7089.083124069009
26,Chau_Thanh,10.40097,105.348815,WS,T,25-03-2022,2.53,7159.21981203382
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,6841.0198129441305
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,6076.219028003135
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,6088.451270949774
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,6046.690907962655
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,5991.540445579373
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,6018.412694507267
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7166.322305088333
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,7106.511838414588
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,7121.227253703143
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,7131.488984778788
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,6014.483248289708
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,6062.515807404079
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,6659.671557140717
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,6081.044166688131
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7177.424430130946
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5989.651338656266
