index,datetime,vh,vv,rvi
0,2021-09-05 22:45:35.619475,0.009871133,0.08561096,0.132962
0,2021-09-11 22:46:08.311308,0.0077742664,0.089595035,0.090243526
0,2021-09-12 11:11:55.091492,0.005634468,0.01876977,0.44375315
0,2021-09-17 22:45:36.063236,0.0072913356,0.28740805,0.015566886
0,2021-09-23 22:46:08.709437,0.0100419875,0.3949648,0.015616943
0,2021-09-24 11:11:55.486271,0.0076516354,0.30932206,0.015002257
0,2021-09-29 22:45:36.338045,0.037225902,0.28284124,0.15865955
0,2021-10-05 22:46:08.939058,0.020079678,0.25172243,0.08031856
0,2021-10-06 11:11:55.670910,0.023623608,0.1530025,0.1956577
0,2021-10-11 22:45:36.535195,0.03903753,0.10542049,0.5619154
0,2021-10-17 22:46:09.128108,0.0261744,0.07467531,0.5288873
0,2021-10-18 11:11:55.875522,0.024443576,0.07180278,0.5119537
0,2021-10-23 22:45:36.726605,0.0160538,0.049878646,0.4805936
0,2021-10-29 22:46:08.974055,0.02128152,0.07337807,0.42639986
0,2021-10-30 11:11:55.699324,0.020274887,0.07169423,0.41403267
1,2021-09-05 22:45:35.619475,0.011251344,0.14646073,0.07622004
1,2021-09-11 22:46:08.311308,0.009628142,0.2839992,0.02375084
1,2021-09-12 11:11:55.091492,0.008951912,0.2177949,0.03137776
1,2021-09-17 22:45:36.063236,0.027373351,0.41871417,0.060802557
1,2021-09-23 22:46:08.709437,0.03285555,0.19131745,0.2244389
1,2021-09-24 11:11:55.486271,0.043248016,0.13887805,0.46286157
1,2021-09-29 22:45:36.338045,0.030762704,0.28606603,0.12102077
1,2021-10-05 22:46:08.939058,0.024678016,0.075457014,0.48938012
1,2021-10-06 11:11:55.670910,0.043813895,0.066301495,1.0039353
1,2021-10-11 22:45:36.535195,0.025618592,0.079177715,0.4834749
1,2021-10-17 22:46:09.128108,0.018099522,0.07019728,0.3712301
1,2021-10-18 11:11:55.875522,0.02608628,0.06214295,0.6430718
1,2021-10-23 22:45:36.726605,0.010514378,0.029736593,0.5340363
1,2021-10-29 22:46:08.974055,0.039099738,0.13013391,0.4442124
1,2021-10-30 11:11:55.699324,0.03881364,0.12338119,0.46825346
2,2021-09-05 22:45:35.619475,0.04852943,0.40627456,0.13942203
2,2021-09-11 22:46:08.311308,0.020084688,0.5415034,0.027053956
2,2021-09-12 11:11:55.091492,0.027895542,0.42623052,0.060897235
2,2021-09-17 22:45:36.063236,0.021410583,0.69837004,0.020521186
2,2021-09-23 22:46:08.709437,0.0046033408,0.061863393,0.07290599
2,2021-09-24 11:11:55.486271,0.005016047,0.029996416,0.21690443
2,2021-09-29 22:45:36.338045,0.0036980193,0.032796312,0.12902553
2,2021-10-05 22:46:08.939058,0.0039938805,0.015629595,0.36727276
2,2021-10-06 11:11:55.670910,0.0041075856,0.011003506,0.5668865
2,2021-10-11 22:45:36.535195,0.0028755916,0.009604551,0.44240648
2,2021-10-17 22:46:09.128108,0.0040864176,0.013178296,0.46061176
2,2021-10-18 11:11:55.875522,0.0033999637,0.0065662675,0.7970306
2,2021-10-23 22:45:36.726605,0.0017814655,0.006778471,0.37976968
2,2021-10-29 22:46:08.974055,0.0029450217,0.006306933,0.71836066
2,2021-10-30 11:11:55.699324,0.003264909,0.012681072,0.37058663
3,2021-09-05 22:45:35.619475,0.046200812,0.3560169,0.15571935
3,2021-09-11 22:46:08.311308,0.055773366,0.2314431,0.3422837
3,2021-09-12 11:11:55.091492,0.09511852,0.27072182,0.5302983
3,2021-09-17 22:45:36.063236,0.07314137,0.388167,0.25253272
3,2021-09-23 22:46:08.709437,0.05547798,0.2935253,0.25351092
3,2021-09-24 11:11:55.486271,0.04277152,0.30295247,0.1740595
3,2021-09-29 22:45:36.338045,0.07453369,0.27555674,0.39293304
3,2021-10-05 22:46:08.939058,0.011046411,0.15724757,0.06726495
3,2021-10-06 11:11:55.670910,0.008030854,0.080860324,0.108621195
3,2021-10-11 22:45:36.535195,0.0040910235,0.050919298,0.08112257
3,2021-10-17 22:46:09.128108,0.007099589,0.1303009,0.04698156
3,2021-10-18 11:11:55.875522,0.0043605645,0.008957043,0.7494363
3,2021-10-23 22:45:36.726605,0.0029275296,0.01632903,0.23710676
3,2021-10-29 22:46:08.974055,0.0032666165,0.007165158,0.70092237
3,2021-10-30 11:11:55.699324,0.0038394274,0.010240368,0.56959367
4,2021-09-05 22:45:35.619475,0.0043159886,0.13018961,0.022991637
4,2021-09-11 22:46:08.311308,0.0060799127,0.39019266,0.0076017748
4,2021-09-12 11:11:55.091492,0.005438006,0.29681492,0.009653032
4,2021-09-17 22:45:36.063236,0.021097464,0.34745827,0.054783612
4,2021-09-23 22:46:08.709437,0.03243969,0.15138811,0.2965229
4,2021-09-24 11:11:55.486271,0.026037738,0.09977039,0.37661865
4,2021-09-29 22:45:36.338045,0.033662755,0.11438557,0.43368983
4,2021-10-05 22:46:08.939058,0.024249285,0.10067002,0.34210867
4,2021-10-06 11:11:55.670910,0.02812478,0.103770666,0.3938664
4,2021-10-11 22:45:36.535195,0.02551881,0.066895515,0.58041906
4,2021-10-17 22:46:09.128108,0.014451013,0.05300053,0.39666107
4,2021-10-18 11:11:55.875522,0.017106906,0.041058917,0.6379922
4,2021-10-23 22:45:36.726605,0.021094287,0.03181645,1.0069121
4,2021-10-29 22:46:08.974055,0.02916827,0.10425169,0.40887898
4,2021-10-30 11:11:55.699324,0.029816894,0.09504193,0.4667934
5,2021-09-05 22:45:06.352243,0.118978135,0.25707412,0.71184987
5,2021-09-11 22:46:08.311308,0.04569456,0.32701004,0.17171554
5,2021-09-12 11:11:55.091492,0.05437847,0.3269528,0.21540056
5,2021-09-17 22:45:06.801833,0.011565011,0.08014037,0.17913763
5,2021-09-23 22:46:08.709437,0.010982532,0.15723671,0.06672679
5,2021-09-24 11:11:55.486271,0.010911225,0.08425545,0.1552898
5,2021-09-29 22:45:07.077339,0.0050428696,0.07572608,0.06240365
5,2021-10-05 22:46:08.939058,0.0058883526,0.11340096,0.04386806
5,2021-10-06 11:11:55.670910,0.0071977084,0.14468199,0.041266892
5,2021-10-11 22:45:07.275281,0.016630545,0.6513827,0.015712386
5,2021-10-17 22:46:09.128108,0.025326727,0.32237563,0.07863522
5,2021-10-18 11:11:55.875522,0.03359758,0.4252344,0.079257704
5,2021-10-23 22:45:07.468960,0.043861303,0.21143794,0.2848446
5,2021-10-29 22:46:08.974055,0.0379739,0.14381418,0.38189122
5,2021-10-30 11:11:55.699324,0.030830815,0.15583326,0.2685013
6,2021-09-05 22:45:35.619475,0.014050396,0.27218294,0.04350233
6,2021-09-11 22:46:08.311308,0.025212651,0.40682277,0.056390863
6,2021-09-12 11:11:55.091492,0.023395369,0.24934664,0.10049091
6,2021-09-17 22:45:36.063236,0.033465773,0.14974144,0.31228235
6,2021-09-23 22:46:08.709437,0.042743284,0.0849181,0.774948
6,2021-09-24 11:11:55.486271,0.03790386,0.07789587,0.74907243
6,2021-09-29 22:45:36.338045,0.03272162,0.10136596,0.48220238
6,2021-10-05 22:46:08.939058,0.021289267,0.046275426,0.7074916
6,2021-10-06 11:11:55.670910,0.017902905,0.046039052,0.5926065
6,2021-10-11 22:45:36.535195,0.017144373,0.031133255,0.8464933
6,2021-10-17 22:46:09.128108,0.02238792,0.03418872,0.99569166
6,2021-10-18 11:11:55.875522,0.019058788,0.022197887,1.255919
6,2021-10-23 22:45:36.726605,0.04516119,0.112179875,0.6150989
6,2021-10-29 22:46:08.974055,0.03187502,0.08067999,0.6028212
6,2021-10-30 11:11:55.699324,0.032140926,0.099836275,0.48072776
7,2021-09-05 22:45:06.352243,0.008626674,0.07929226,0.122942336
7,2021-09-11 22:46:08.311308,0.005483432,0.036306564,0.19012105
7,2021-09-12 11:11:55.091492,0.0039447485,0.017117528,0.32421342
7,2021-09-17 22:45:06.801833,0.006965048,0.19622602,0.025385711
7,2021-09-23 22:46:08.709437,0.017130857,0.5710601,0.01988159
7,2021-09-24 11:11:55.486271,0.015935592,0.30356893,0.044555034
7,2021-09-29 22:45:07.077339,0.032626726,0.21399818,0.19247077
7,2021-10-05 22:46:08.939058,0.022021675,0.20448963,0.121255286
7,2021-10-06 11:11:55.670910,0.022295503,0.25471744,0.0913347
7,2021-10-11 22:45:07.275281,0.031043187,0.1385128,0.3133572
7,2021-10-17 22:46:09.128108,0.029625611,0.07744611,0.58216864
7,2021-10-18 11:11:55.875522,0.037834797,0.12663975,0.44131538
7,2021-10-23 22:45:07.468960,0.026195504,0.043213814,0.9274136
7,2021-10-29 22:46:08.974055,0.017725002,0.041953336,0.64746207
7,2021-10-30 11:11:55.699324,0.01802771,0.036479484,0.7608343
8,2021-09-05 22:45:35.619475,0.008304311,0.038256127,0.30129352
8,2021-09-11 22:46:08.311308,0.013659361,0.3411166,0.030218596
8,2021-09-12 11:11:55.091492,0.017121667,0.35199952,0.039960008
8,2021-09-17 22:45:36.063236,0.042041305,0.28336722,0.18575089
8,2021-09-23 22:46:08.709437,0.031485505,0.2171478,0.1802549
8,2021-09-24 11:11:55.486271,0.0380279,0.29138055,0.15689583
8,2021-09-29 22:45:36.338045,0.022519257,0.14216836,0.20225519
8,2021-10-05 22:46:08.939058,0.02562729,0.09508188,0.39129442
8,2021-10-06 11:11:55.670910,0.032520298,0.08128461,0.61101276
8,2021-10-11 22:45:36.535195,0.025776941,0.056288995,0.70414585
8,2021-10-17 22:46:09.128108,0.015512163,0.04083124,0.577835
8,2021-10-18 11:11:55.875522,0.023816144,0.040394902,0.9035507
8,2021-10-23 22:45:36.726605,0.022046076,0.022907987,1.3737369
8,2021-10-29 22:46:08.974055,0.039189838,0.08554207,0.704456
8,2021-10-30 11:11:55.699324,0.030401483,0.07209317,0.6461753
9,2021-09-05 22:45:35.619475,0.018292468,0.33729497,0.046671186
9,2021-09-11 22:46:08.311308,0.021227349,0.27573562,0.07644519
9,2021-09-12 11:11:55.091492,0.022824854,0.1671122,0.16663164
9,2021-09-17 22:45:36.063236,0.023242155,0.11287054,0.28224528
9,2021-09-23 22:46:08.709437,0.031194335,0.10402707,0.44320577
9,2021-09-24 11:11:55.486271,0.028483879,0.07731954,0.5587392
9,2021-09-29 22:45:36.338045,0.020886388,0.081710026,0.36741486
9,2021-10-05 22:46:08.939058,0.0163424,0.05181259,0.46966395
9,2021-10-06 11:11:55.670910,0.026765004,0.03545011,1.1286703
9,2021-10-11 22:45:36.535195,0.013141969,0.028331026,0.71351415
9,2021-10-17 22:46:09.128108,0.013273219,0.029659921,0.6875992
9,2021-10-18 11:11:55.875522,0.014469206,0.030032808,0.7415793
9,2021-10-23 22:45:36.726605,0.04517926,0.09984521,0.6955154
9,2021-10-29 22:46:08.974055,0.031413555,0.10398589,0.44700283
9,2021-10-30 11:11:55.699324,0.026876554,0.050296765,0.82209045
10,2021-09-05 22:45:06.352243,0.062367767,0.25634012,0.34626698
10,2021-09-11 22:46:08.311308,0.04101846,0.39111444,0.11697769
10,2021-09-12 11:11:55.091492,0.044586685,0.28700063,0.19722906
10,2021-09-17 22:45:06.801833,0.04045641,0.48924354,0.08442988
10,2021-09-23 22:46:08.709437,0.023475057,0.31538227,0.072936445
10,2021-09-24 11:11:55.486271,0.015995633,0.26982632,0.05295644
10,2021-09-29 22:45:07.077339,0.014405881,0.3430166,0.03236659
10,2021-10-05 22:46:08.939058,0.01000204,0.2327683,0.033450257
