ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
1,Chau_Phu,10.542192,105.18792,WS,T,10-04-2022,1.4,7133.492659800951
2,Chau_Thanh,10.400189,105.331053,SA,T,15-07-2022,1.32,5957.537619034516
3,Chau_Phu,10.505489,105.203926,SA,D,14-07-2022,1.4,6110.145478522954
4,Chau_Phu,10.52352,105.138274,WS,D,10-04-2022,1.8,6921.344903109286
5,Thoai_Son,10.29466,105.248528,SA,T,20-07-2022,2.2,6000.945959185123
6,Chau_Phu,10.633572,105.172813,WS,D,12-04-2022,2.5,7096.455830105783
7,Chau_Thanh,10.434116,105.27315,SA,T,15-07-2022,2.2,5975.800036500412
8,Chau_Phu,10.61225,105.175364,SA,D,09-08-2022,4.0,6036.330130780932
9,Thoai_Son,10.268095,105.344826,WS,T,10-04-2022,1.5,7233.702874804027
10,Chau_Phu,10.523312,105.286299,WS,T,01-04-2022,3.0,6996.111530492382
11,Chau_Phu,10.554634,105.1522,SA,D,04-07-2022,2.3,6080.246947956024
12,Chau_Phu,10.542998,105.261159,SA,D,14-07-2022,4.9,6058.62657324168
13,Chau_Phu,10.473786,105.190479,SA,T,14-07-2022,1.7,5996.10501818478
14,Chau_Phu,10.52352,105.138274,SA,D,20-07-2022,1.8,5928.613238617219
15,Chau_Thanh,10.371317,105.31009,SA,T,04-08-2022,2.0,5963.809189980372
16,Chau_Thanh,10.456905,105.186106,WS,T,26-03-2022,1.529,7279.208887437193
17,Chau_Phu,10.441423,105.115088,SA,D,20-07-2022,4.0,6030.322239091204
18,Thoai_Son,10.227343,105.230821,SA,T,20-07-2022,1.8,6068.846667817294
19,Thoai_Son,10.279477,105.288145,SA,T,20-07-2022,2.0,5900.837802276506
20,Thoai_Son,10.326776,105.33819,WS,T,12-04-2022,1.7,7215.027202444271
21,Thoai_Son,10.293434,105.256309,WS,T,13-04-2022,2.3,6907.68614575287
22,Chau_Thanh,10.405702,105.208668,SA,T,20-07-2022,1.32,5997.871189886013
23,Chau_Phu,10.56984,105.190938,WS,T,10-04-2022,2.3,7266.568776869092
24,Chau_Thanh,10.41636,105.142144,SA,T,26-07-2022,1.43,5952.1576427857735
25,Chau_Thanh,10.371317,105.31009,WS,T,10-04-2022,2.0,7203.847291688022
26,Chau_Thanh,10.40097,105.348815,WS,T,25-03-2022,2.53,7115.203100557481
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,7302.4395029255775
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,6029.920597965188
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,5959.465581877469
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,6005.7012924976125
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,5929.542975526814
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,5973.152748953382
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7306.905133807227
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,7256.718559050736
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,7036.1841282099585
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,7253.937948806495
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,5943.521773596262
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,5967.948795617346
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,7134.442599671712
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,5934.459197777252
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7125.064865319073
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5954.587448694534
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,5976.821746979156
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7181.6673041078875
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,5955.284248689406
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6124.347591493446
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,5986.300221118682
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7180.793656225259
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,6073.847138248477
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,5995.259403996821
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7323.503606043249
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7241.993356042283
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5913.639038966299
