ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
1,Chau_Phu,10.542192,105.18792,WS,T,10-04-2022,1.4,7233.501045666036
2,Chau_Thanh,10.400189,105.331053,SA,T,15-07-2022,1.32,5970.101846123854
3,Chau_Phu,10.505489,105.203926,SA,D,14-07-2022,1.4,6051.180510745146
4,Chau_Phu,10.52352,105.138274,WS,D,10-04-2022,1.8,7102.0575086233675
5,Thoai_Son,10.29466,105.248528,SA,T,20-07-2022,2.2,6039.380726532639
6,Chau_Phu,10.633572,105.172813,WS,D,12-04-2022,2.5,7006.446930943164
7,Chau_Thanh,10.434116,105.27315,SA,T,15-07-2022,2.2,5969.669298704873
8,Chau_Phu,10.61225,105.175364,SA,D,09-08-2022,4.0,5981.86975102787
9,Thoai_Son,10.268095,105.344826,WS,T,10-04-2022,1.5,7211.915312281506
10,Chau_Phu,10.523312,105.286299,WS,T,01-04-2022,3.0,7217.08489804586
11,Chau_Phu,10.554634,105.1522,SA,D,04-07-2022,2.3,6106.399898723092
12,Chau_Phu,10.542998,105.261159,SA,D,14-07-2022,4.9,6112.672955151957
13,Chau_Phu,10.473786,105.190479,SA,T,14-07-2022,1.7,6047.528813416947
14,Chau_Phu,10.52352,105.138274,SA,D,20-07-2022,1.8,5983.360335928956
15,Chau_Thanh,10.371317,105.31009,SA,T,04-08-2022,2.0,5966.9837539597065
16,Chau_Thanh,10.456905,105.186106,WS,T,26-03-2022,1.529,7219.222089070693
17,Chau_Phu,10.441423,105.115088,SA,D,20-07-2022,4.0,6073.423167986364
18,Thoai_Son,10.227343,105.230821,SA,T,20-07-2022,1.8,6093.526969785469
19,Thoai_Son,10.279477,105.288145,SA,T,20-07-2022,2.0,5916.648345623216
20,Thoai_Son,10.326776,105.33819,WS,T,12-04-2022,1.7,7225.4747000291645
21,Thoai_Son,10.293434,105.256309,WS,T,13-04-2022,2.3,6902.031013400111
22,Chau_Thanh,10.405702,105.208668,SA,T,20-07-2022,1.32,6025.98568303922
23,Chau_Phu,10.56984,105.190938,WS,T,10-04-2022,2.3,7261.629953767395
24,Chau_Thanh,10.41636,105.142144,SA,T,26-07-2022,1.43,6012.308870527559
25,Chau_Thanh,10.371317,105.31009,WS,T,10-04-2022,2.0,7270.8330239289535
26,Chau_Thanh,10.40097,105.348815,WS,T,25-03-2022,2.53,7192.685477675643
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,7268.642285188927
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,6036.852844398509
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,5994.872324338087
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,6038.144977594709
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,5955.705057172299
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,5986.63982420098
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7257.2562391033125
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,7217.596898453154
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,7143.734938004316
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,7252.573671992119
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,5968.186661737096
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,6006.353779442508
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,7091.183913761681
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,5989.0188467283
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7162.696853720722
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5965.1547854053215
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,6026.87010540254
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7203.474812317278
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,5962.09437132935
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6042.685060557334
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,6039.6870065158955
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7241.231979400219
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,6134.3147100900205
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,6058.160277838584
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7251.173562066009
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7214.74446847421
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5952.264217478427
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7175.836435149523
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,5956.177994665412
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7231.942628686076
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,7066.300351366647
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7250.817629377081
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5929.676063075884
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,5998.087302288128
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,6037.2040910286505
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7201.635242753228
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,6108.502979004753
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,5990.294715381566
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,7145.591965631259
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7238.934310281296
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,7110.7335519994485
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7199.20953827031
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7150.661733814159
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,5928.515751034838
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,5942.2644487525195
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7263.548910271105
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,6026.374845307842
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6037.9724536432495
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7077.689948080714
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,5946.7727826031005
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7086.054466331059
