index,datetime,vh,vv,rvi
0,2021-09-05 22:45:35.619475,0.006410865,0.036697388,0.22940044
0,2021-09-11 22:46:08.311308,0.019033356,0.29520467,0.059627276
0,2021-09-12 11:11:55.091492,0.019969454,0.17480786,0.1313112
0,2021-09-17 22:45:36.063236,0.030226314,0.34692273,0.090754524
0,2021-09-23 22:46:08.709437,0.04123452,0.13542855,0.45105836
0,2021-09-24 11:11:55.486271,0.03332511,0.23893414,0.17129448
0,2021-09-29 22:45:36.338045,0.030496895,0.08834512,0.51998216
0,2021-10-05 22:46:08.939058,0.029951744,0.077129155,0.59173214
0,2021-10-06 11:11:55.670910,0.025269533,0.070353106,0.5433939
0,2021-10-11 22:45:36.535195,0.021912431,0.08711541,0.3604041
0,2021-10-17 22:46:09.128108,0.016733138,0.056024376,0.44117337
0,2021-10-18 11:11:55.875522,0.022553213,0.045176756,0.7686017
0,2021-10-23 22:45:36.726605,0.01751061,0.02235856,1.1642766
0,2021-10-29 22:46:08.974055,0.01625129,0.059355825,0.3986096
0,2021-10-30 11:11:55.699324,0.018130977,0.054479357,0.49910754
1,2021-09-05 22:45:35.619475,0.003889505,0.06856487,0.049751315
1,2021-09-11 22:46:08.311308,0.0071469136,0.28330222,0.015439479
1,2021-09-12 11:11:55.091492,0.00801066,0.10853568,0.07207996
1,2021-09-17 22:45:36.063236,0.008452213,0.5054095,0.008438131
1,2021-09-23 22:46:08.709437,0.041316137,0.1842279,0.3136119
1,2021-09-24 11:11:55.486271,0.035124034,0.20983613,0.21718179
1,2021-09-29 22:45:36.338045,0.036272462,0.075431764,0.7401524
1,2021-10-05 22:46:08.939058,0.028791258,0.22766535,0.15046313
1,2021-10-06 11:11:55.670910,0.019252919,0.3244484,0.053031396
1,2021-10-11 22:45:36.535195,0.022454739,0.056686554,0.60452926
1,2021-10-17 22:46:09.128108,0.019896146,0.028877476,1.0421635
1,2021-10-18 11:11:55.875522,0.019053455,0.031611513,0.9224842
1,2021-10-23 22:45:36.726605,0.011508018,0.020374153,0.867439
1,2021-10-29 22:46:08.974055,0.034389343,0.09059012,0.57734823
1,2021-10-30 11:11:55.699324,0.025445988,0.038490664,1.0043017
2,2021-09-05 22:45:35.619475,0.042292874,0.48086038,0.09194273
2,2021-09-11 22:46:08.311308,0.038672898,0.58401006,0.06191125
2,2021-09-12 11:11:55.091492,0.043946456,0.6069919,0.070167504
2,2021-09-17 22:45:36.063236,0.046877064,0.73799384,0.05838526
2,2021-09-23 22:46:08.709437,0.024952756,0.53739613,0.037387725
2,2021-09-24 11:11:55.486271,0.019990986,0.4630591,0.0336762
2,2021-09-29 22:45:36.338045,0.024179654,0.6012012,0.030410133
2,2021-10-05 22:46:08.939058,0.006089474,0.027388696,0.3103038
2,2021-10-06 11:11:55.670910,0.00551439,0.025377244,0.30167887
2,2021-10-11 22:45:36.535195,0.0031479946,0.013301971,0.33486015
2,2021-10-17 22:46:09.128108,0.0038688823,0.015560707,0.3554208
2,2021-10-18 11:11:55.875522,0.008116872,0.01734937,0.7197734
2,2021-10-23 22:45:36.726605,0.0024154682,0.008835157,0.39792112
2,2021-10-29 22:46:08.974055,0.0028538946,0.007687191,0.5634935
2,2021-10-30 11:11:55.699324,0.0049665673,0.014868823,0.501168
3,2021-09-05 22:45:35.619475,0.0051932535,0.13710038,0.027889524
3,2021-09-11 22:46:08.311308,0.024085956,0.2855371,0.08678724
3,2021-09-12 11:11:55.091492,0.019439975,0.36391523,0.045677412
3,2021-09-17 22:45:36.063236,0.03092055,0.22320509,0.16976885
3,2021-09-23 22:46:08.709437,0.027640633,0.08220167,0.5049258
3,2021-09-24 11:11:55.486271,0.0340345,0.14378875,0.33493167
3,2021-09-29 22:45:36.338045,0.020343533,0.114546515,0.23427701
3,2021-10-05 22:46:08.939058,0.016993662,0.08031064,0.29193917
3,2021-10-06 11:11:55.670910,0.02306786,0.09148434,0.36146462
3,2021-10-11 22:45:36.535195,0.0142602725,0.04328179,0.4934846
3,2021-10-17 22:46:09.128108,0.016909292,0.03495669,0.744602
3,2021-10-18 11:11:55.875522,0.014278699,0.028261436,0.7778478
3,2021-10-23 22:45:36.726605,0.011345879,0.021066373,0.8284254
3,2021-10-29 22:46:08.974055,0.034468155,0.108593546,0.4730445
3,2021-10-30 11:11:55.699324,0.030534772,0.061214145,0.76798123
4,2021-09-05 22:45:06.352243,0.051949274,0.16050139,0.48366213
4,2021-09-11 22:46:08.311308,0.039895885,0.27754393,0.17822146
4,2021-09-12 11:11:55.091492,0.07988106,0.30661982,0.37583733
4,2021-09-17 22:45:06.801833,0.046423174,0.2294105,0.2761794
4,2021-09-23 22:46:08.709437,0.03837456,0.22598466,0.22122459
4,2021-09-24 11:11:55.486271,0.055623155,0.2925703,0.25539508
4,2021-09-29 22:45:07.077339,0.022478426,0.4403626,0.04281156
4,2021-10-05 22:46:08.939058,0.041397534,0.51573616,0.0810182
4,2021-10-06 11:11:55.670910,0.038962282,0.46399507,0.08624419
4,2021-10-11 22:45:07.275281,0.007329026,0.34354872,0.012075237
4,2021-10-17 22:46:09.128108,0.009341112,0.38980767,0.014320417
4,2021-10-18 11:11:55.875522,0.0056272573,0.110918246,0.04243868
4,2021-10-23 22:45:07.468960,0.0035211623,0.056461997,0.05689119
4,2021-10-29 22:46:08.974055,0.008844,0.23286793,0.027995357
4,2021-10-30 11:11:55.699324,0.0063308813,0.03698408,0.22351123
5,2021-09-05 22:45:35.619475,0.006330176,0.059954856,0.1180485
5,2021-09-11 22:46:08.311308,0.007118408,0.18972464,0.027507696
5,2021-09-12 11:11:55.091492,0.015490621,0.08821394,0.2309226
5,2021-09-17 22:45:36.063236,0.015050934,0.35751447,0.0324789
5,2021-09-23 22:46:08.709437,0.03442548,0.18225133,0.25331524
5,2021-09-24 11:11:55.486271,0.026886163,0.18896921,0.17583646
5,2021-09-29 22:45:36.338045,0.024926208,0.119786896,0.285945
5,2021-10-05 22:46:08.939058,0.026858857,0.13368748,0.27371
5,2021-10-06 11:11:55.670910,0.026687441,0.12237691,0.30301192
5,2021-10-11 22:45:36.535195,0.026634777,0.1073564,0.35450247
5,2021-10-17 22:46:09.128108,0.022021964,0.050007153,0.6762106
5,2021-10-18 11:11:55.875522,0.029663308,0.09278753,0.4769213
5,2021-10-23 22:45:36.726605,0.01445246,0.03732638,0.5898535
5,2021-10-29 22:46:08.974055,0.036345366,0.08505099,0.6552772
5,2021-10-30 11:11:55.699324,0.029231383,0.09531807,0.45480084
6,2021-09-05 22:45:35.619475,0.009059808,0.1675611,0.046470284
6,2021-09-11 22:46:08.311308,0.034399953,0.29711318,0.1337044
6,2021-09-12 11:11:55.091492,0.038903784,0.21967347,0.233433
6,2021-09-17 22:45:36.063236,0.05124187,0.22469567,0.32009676
6,2021-09-23 22:46:08.709437,0.04364559,0.17171164,0.36494833
6,2021-09-24 11:11:55.486271,0.03718346,0.16763413,0.30940962
6,2021-09-29 22:45:36.338045,0.034971725,0.11181274,0.465174
6,2021-10-05 22:46:08.939058,0.020447211,0.17633581,0.13397683
6,2021-10-06 11:11:55.670910,0.028960718,0.23756461,0.14327362
6,2021-10-11 22:45:36.535195,0.027917607,0.048904497,0.87629026
6,2021-10-17 22:46:09.128108,0.024336651,0.064285286,0.5756246
6,2021-10-18 11:11:55.875522,0.02582373,0.04392146,0.9011914
6,2021-10-23 22:45:36.726605,0.019343812,0.042167414,0.7054099
6,2021-10-29 22:46:08.974055,0.038188413,0.10610256,0.5446263
6,2021-10-30 11:11:55.699324,0.024686461,0.06889286,0.54197395
7,2021-09-05 22:45:35.619475,0.0029099467,0.13350591,0.012462072
7,2021-09-11 22:46:08.311308,0.019578572,0.4599541,0.03299926
7,2021-09-12 11:11:55.091492,0.024831215,0.34263557,0.070263505
7,2021-09-17 22:45:36.063236,0.029528921,0.17340358,0.22202608
7,2021-09-23 22:46:08.709437,0.02965632,0.1112059,0.38640618
7,2021-09-24 11:11:55.486271,0.03539722,0.18053341,0.26548645
7,2021-09-29 22:45:36.338045,0.027782273,0.1792003,0.19670299
7,2021-10-05 22:46:08.939058,0.027070096,0.07643281,0.5350148
7,2021-10-06 11:11:55.670910,0.03481555,0.19086486,0.24237013
7,2021-10-11 22:45:36.535195,0.023818241,0.07034188,0.50889015
7,2021-10-17 22:46:09.128108,0.019714052,0.060408346,0.48819458
7,2021-10-18 11:11:55.875522,0.029438144,0.060387306,0.75045824
7,2021-10-23 22:45:36.726605,0.013864803,0.035949826,0.5873476
7,2021-10-29 22:46:08.974055,0.034569312,0.084799744,0.62338805
7,2021-10-30 11:11:55.699324,0.056607746,0.118764326,0.73355585
8,2021-09-05 22:45:35.619475,0.0074602156,0.14699619,0.04245982
8,2021-09-11 22:46:08.311308,0.010832568,0.29035118,0.027284108
8,2021-09-12 11:11:55.091492,0.009758405,0.19434094,0.041818246
8,2021-09-17 22:45:36.063236,0.020142175,0.31818938,0.05810397
8,2021-09-23 22:46:08.709437,0.027954124,0.13946939,0.27290037
8,2021-09-24 11:11:55.486271,0.03439079,0.14763233,0.32849845
8,2021-09-29 22:45:36.338045,0.029084252,0.12669165,0.32269812
8,2021-10-05 22:46:08.939058,0.022673832,0.06230512,0.5512903
8,2021-10-06 11:11:55.670910,0.022617286,0.08870564,0.36630583
8,2021-10-11 22:45:36.535195,0.025408946,0.060923647,0.63867193
8,2021-10-17 22:46:09.128108,0.019312402,0.051549405,0.56910986
8,2021-10-18 11:11:55.875522,0.02085688,0.044411544,0.7225689
8,2021-10-23 22:45:36.726605,0.023008317,0.05129847,0.68919885
8,2021-10-29 22:46:08.974055,0.037093136,0.13250142,0.40914991
8,2021-10-30 11:11:55.699324,0.029117865,0.10429,0.40787506
9,2021-09-05 22:45:35.619475,0.00385726,0.04073006,0.10177974
9,2021-09-11 22:46:08.311308,0.008165075,0.25046638,0.022437697
