ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
1,Chau_Phu,10.542192,105.18792,WS,T,10-04-2022,1.4,7285.8645614042925
2,Chau_Thanh,10.400189,105.331053,SA,T,15-07-2022,1.32,5840.1441057748925
3,Chau_Phu,10.505489,105.203926,SA,D,14-07-2022,1.4,6223.887534425599
4,Chau_Phu,10.52352,105.138274,WS,D,10-04-2022,1.8,7178.405713068507
5,Thoai_Son,10.29466,105.248528,SA,T,20-07-2022,2.2,5944.945826134357
6,Chau_Phu,10.633572,105.172813,WS,D,12-04-2022,2.5,7029.739057779828
7,Chau_Thanh,10.434116,105.27315,SA,T,15-07-2022,2.2,6104.7282210487165
8,Chau_Phu,10.61225,105.175364,SA,D,09-08-2022,4.0,6158.267312549472
9,Thoai_Son,10.268095,105.344826,WS,T,10-04-2022,1.5,7103.562712490999
10,Chau_Phu,10.523312,105.286299,WS,T,01-04-2022,3.0,7275.640444816542
11,Chau_Phu,10.554634,105.1522,SA,D,04-07-2022,2.3,6183.638284704024
12,Chau_Phu,10.542998,105.261159,SA,D,14-07-2022,4.9,6156.0688226213615
13,Chau_Phu,10.473786,105.190479,SA,T,14-07-2022,1.7,5947.30199158537
14,Chau_Phu,10.52352,105.138274,SA,D,20-07-2022,1.8,6086.6820227349235
15,Chau_Thanh,10.371317,105.31009,SA,T,04-08-2022,2.0,6070.878297637632
16,Chau_Thanh,10.456905,105.186106,WS,T,26-03-2022,1.529,7220.277052783737
17,Chau_Phu,10.441423,105.115088,SA,D,20-07-2022,4.0,6086.685246352886
18,Thoai_Son,10.227343,105.230821,SA,T,20-07-2022,1.8,6117.51418513069
19,Thoai_Son,10.279477,105.288145,SA,T,20-07-2022,2.0,5904.654822101169
20,Thoai_Son,10.326776,105.33819,WS,T,12-04-2022,1.7,7245.301598026948
21,Thoai_Son,10.293434,105.256309,WS,T,13-04-2022,2.3,7160.876564433143
22,Chau_Thanh,10.405702,105.208668,SA,T,20-07-2022,1.32,5836.404859351176
23,Chau_Phu,10.56984,105.190938,WS,T,10-04-2022,2.3,7140.528174991107
24,Chau_Thanh,10.41636,105.142144,SA,T,26-07-2022,1.43,5950.248413217949
25,Chau_Thanh,10.371317,105.31009,WS,T,10-04-2022,2.0,7178.12786175332
26,Chau_Thanh,10.40097,105.348815,WS,T,25-03-2022,2.53,7209.621153957075
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,7086.636273776989
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,6100.242559459368
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,5863.109236739868
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,6160.110640735962
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,5899.333333573618
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,5884.904284614382
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7242.1789643387965
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,7151.420186274436
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,7313.243194265393
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,7213.543473987817
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,5974.497217872578
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,5999.293875048015
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,6870.212690437017
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,6096.889689686467
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7173.606655691016
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5872.408048266216
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,5992.600139231546
