ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
1,Chau_Phu,10.542192,105.18792,WS,T,10-04-2022,1.4,7353.762352151095
2,Chau_Thanh,10.400189,105.331053,SA,T,15-07-2022,1.32,6022.246634009332
3,Chau_Phu,10.505489,105.203926,SA,D,14-07-2022,1.4,6363.295852205876
4,Chau_Phu,10.52352,105.138274,WS,D,10-04-2022,1.8,7187.45364373674
5,Thoai_Son,10.29466,105.248528,SA,T,20-07-2022,2.2,5936.578669205217
6,Chau_Phu,10.633572,105.172813,WS,D,12-04-2022,2.5,7169.071140770029
7,Chau_Thanh,10.434116,105.27315,SA,T,15-07-2022,2.2,6033.899479165702
8,Chau_Phu,10.61225,105.175364,SA,D,09-08-2022,4.0,6438.476418497641
9,Thoai_Son,10.268095,105.344826,WS,T,10-04-2022,1.5,7159.782680712348
10,Chau_Phu,10.523312,105.286299,WS,T,01-04-2022,3.0,7254.554417280517
11,Chau_Phu,10.554634,105.1522,SA,D,04-07-2022,2.3,6057.988615251909
12,Chau_Phu,10.542998,105.261159,SA,D,14-07-2022,4.9,6168.482348353287
13,Chau_Phu,10.473786,105.190479,SA,T,14-07-2022,1.7,5861.35501606318
14,Chau_Phu,10.52352,105.138274,SA,D,20-07-2022,1.8,6072.724651339345
15,Chau_Thanh,10.371317,105.31009,SA,T,04-08-2022,2.0,5917.6336980757305
16,Chau_Thanh,10.456905,105.186106,WS,T,26-03-2022,1.529,7236.495275630451
17,Chau_Phu,10.441423,105.115088,SA,D,20-07-2022,4.0,6101.416917434825
18,Thoai_Son,10.227343,105.230821,SA,T,20-07-2022,1.8,5994.719168424655
19,Thoai_Son,10.279477,105.288145,SA,T,20-07-2022,2.0,5855.596525618447
20,Thoai_Son,10.326776,105.33819,WS,T,12-04-2022,1.7,6933.573944134889
21,Thoai_Son,10.293434,105.256309,WS,T,13-04-2022,2.3,7125.824522983183
22,Chau_Thanh,10.405702,105.208668,SA,T,20-07-2022,1.32,5843.06161455519
23,Chau_Phu,10.56984,105.190938,WS,T,10-04-2022,2.3,7247.9040203425775
24,Chau_Thanh,10.41636,105.142144,SA,T,26-07-2022,1.43,5866.528132572317
25,Chau_Thanh,10.371317,105.31009,WS,T,10-04-2022,2.0,7114.86305901845
26,Chau_Thanh,10.40097,105.348815,WS,T,25-03-2022,2.53,7235.690276367135
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,7065.458465013751
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,6315.633446864252
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,5822.153529167959
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,6225.37861995205
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,5859.6909996005625
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,6147.940459907117
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7252.231675258222
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,7251.4748005242145
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,7271.993079560193
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,7214.517913703707
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,5849.648022606108
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,6085.52209167161
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,6713.753958414376
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,6059.498184349115
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7013.975950786801
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5897.163651921778
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,5985.992451198449
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7312.9539196907435
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,5887.765292924939
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6294.035509692819
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,6146.270365117955
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7208.622583652069
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,6107.9805106345575
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,6185.3559670556015
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7206.688168644148
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7336.27302875561
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5889.733693410556
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7197.72443766574
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,7221.455554950383
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7338.41239960834
