index,datetime,red,green,blue,nir,SCL,rededge,swir16
0,2021-08-03 03:15:39.024,2216.0,2432.0,2498.0,4408.0,7.0,3018.0,2848.0
0,2021-08-08 03:15:41.024,,,,,,,
0,2021-08-13 03:15:39.024,1445.0192307692307,1485.923076923077,1630.6153846153843,2153.4615384615386,6.769230769230769,1819.0,2016.1346153846157
0,2021-08-18 03:15:41.024,851.4208494208494,662.3532818532818,452.82593307593305,1601.1254826254826,4.643500643500643,1160.9321106821108,1080.9530244530245
0,2021-08-23 03:15:39.024,,,,,,,
0,2021-08-28 03:15:41.024,,,,,,,
0,2021-09-02 03:15:39.024,1192.501554404145,1145.156476683938,1059.3409326424871,1446.0849740932642,6.859067357512953,1435.461139896373,1152.5440414507773
0,2021-09-07 03:15:41.024,1174.4617021276597,1279.1872340425532,1274.231914893617,1942.740425531915,6.110638297872341,1504.7468085106384,1568.291489361702
0,2021-09-12 03:15:39.024,,,,,,,
0,2021-09-17 03:15:41.024,1005.0936288088644,1144.993351800554,903.1518005540166,2239.3495844875347,4.767313019390581,1497.2914127423824,1552.1506925207757
0,2021-09-22 03:15:39.024,1388.1891891891892,1654.418918918919,1631.1756756756756,2777.4189189189187,7.0,1910.1283783783783,2036.5945945945944
0,2021-09-27 03:15:41.024,979.170363797693,1202.8979591836735,1162.9485359361136,2056.7577639751557,5.405501330967169,1351.083407275954,1627.9290150842946
0,2021-10-02 03:15:39.024,,,,,,,
0,2021-10-07 03:16:21.024,,,,,,,
0,2021-10-12 03:16:49.024,,,,,,,
0,2021-11-11 03:19:49.024,,,,,,,
0,2021-11-16 03:20:11.024,,,,,,,
0,2021-11-21 03:20:29.024,758.519165085389,1068.1343453510435,740.4394686907021,3919.407969639469,4.326375711574952,1536.1225806451612,2076.5529411764705
0,2021-11-26 03:20:51.024,587.6376340591485,805.8069548261293,382.89080272993175,3483.2183945401366,4.09684757881053,1465.6922326941826,1955.5147871303216
0,2021-12-01 03:21:09.024,,,,,,,
0,2021-12-06 03:21:21.024,1036.5788617886178,973.7216260162602,550.1138211382114,3296.070894308943,4.128130081300813,1882.8253658536585,2348.6061788617885
0,2021-12-11 03:21:29.024,,,,,,,
0,2021-12-16 03:21:41.024,,,,,,,
0,2021-12-21 03:21:39.024,889.1359190556492,782.941652613828,662.3247892074199,1416.3359190556491,4.740303541315345,1120.6212478920745,937.3639123102868
0,2021-12-26 03:21:41.024,1357.4242837653478,1295.6391541609823,1183.6896316507502,1883.4693042291951,5.72237380627558,1641.5818553888132,990.9276944065484
0,2021-12-31 03:21:29.024,966.2118705035972,896.0237410071942,759.0607913669065,1641.9460431654677,5.726978417266187,1254.193525179856,1374.2079136690647
0,2022-01-05 03:21:31.024,876.7700792830059,863.3871078938297,708.6018614270941,1576.806273698725,5.190968631506377,1194.7169941399518,1435.7618062736988
0,2022-01-10 03:21:09.024,744.4105392156863,846.3210784313726,683.9669117647059,2000.15625,4.516544117647059,1128.8192401960785,1253.797794117647
0,2022-01-20 03:20:39.024,654.2913058538275,910.731555247662,698.8597159681331,2576.923449948043,4.3560789747142366,1174.838240387946,1726.427779702113
0,2022-01-30 03:19:49.024,1806.132530120482,2217.3792771084336,2084.2202409638558,4680.450120481928,5.381686746987952,2381.585060240964,3053.281927710844
0,2022-02-04 03:19:31.024,2033.668885191348,2390.246256239601,2147.170826400444,5139.312257348863,4.758735440931781,2711.404326123128,3585.0887409872435
0,2022-02-09 03:18:59.024,1366.6,1604.6,1308.4666666666667,3834.266666666667,4.0,1927.7333333333331,2555.5333333333333
0,2022-02-14 03:18:31.024,1450.9863221884498,1749.1362715298883,1476.002026342452,4803.309017223911,4.130192502532928,2075.10233029382,2985.984802431611
0,2022-02-19 03:17:49.024,1421.8264462809918,1747.282494365139,1501.98347107438,5474.817430503381,4.054845980465816,2042.0788880540947,3103.677685950413
0,2022-02-24 03:17:31.024,,,,,,,
0,2022-03-01 03:16:49.024,1415.5086096938776,1657.999043367347,1398.024553571429,4715.833227040816,4.020089285714286,2007.955676020408,2705.603635204081
0,2022-03-06 03:16:21.024,1679.149193548387,1957.7137096774195,1822.923387096774,4378.991935483871,4.568548387096774,2275.685483870968,2670.923387096774
0,2022-03-11 03:15:39.024,1575.327487244898,1836.3826530612248,1509.795918367347,4831.1377551020405,4.036989795918367,2286.920599489796,2766.988839285714
0,2022-03-16 03:15:41.024,,,,,,,
0,2022-03-21 03:15:39.024,1849.393617021277,2123.0597381342063,1883.03968903437,4314.900163666121,4.4206219312602295,2540.2270867430443,2795.68085106383
0,2022-03-26 03:15:41.024,1749.611607142857,1985.2611607142856,1536.468431122449,4804.648915816327,4.041772959183674,2726.863201530612,3213.4483418367345
0,2022-03-31 03:15:39.024,1867.1163434903049,2024.6925207756235,1859.196675900277,3501.185595567867,4.337950138504155,2395.581717451524,2529.612188365651
0,2022-04-05 03:15:41.024,2012.4272959183672,2053.6514668367345,1665.5440051020407,3971.479910714286,4.274234693877551,2791.644451530612,3248.207908163265
0,2022-04-10 03:15:39.024,2500.9252468265163,2537.370944992948,2621.760225669958,2931.280677009873,6.235543018335684,2718.6346967559944,2731.6318758815232
0,2022-04-15 03:15:41.024,2209.273655547992,2192.762423417291,2199.490129339687,2498.6786929884274,5.921715452688904,2410.2477876106195,2042.2593601089177
0,2022-04-20 03:15:39.024,2352.709677419354,2379.903225806452,2469.7419354838707,2172.5806451612902,7.0,2444.709677419354,1638.645161290323
0,2022-04-25 03:15:41.024,2011.923259964307,1982.1784651992864,1827.421772754313,2623.8108268887568,5.475907198096372,2336.1261154074955,1896.145746579417
0,2022-04-30 03:15:29.024,,,,,,,
0,2022-05-10 03:15:39.024,,,,,,,
0,2022-05-15 03:15:41.024,1723.3185404339251,1960.241617357002,1653.4408284023668,3773.526627218935,4.288954635108481,2361.786982248521,2860.4615384615386
0,2022-05-20 03:15:39.024,1487.2315051020407,1732.0271045918366,1460.641262755102,3448.440369897959,4.050063775510204,2034.814413265306,2599.405612244898
0,2022-05-25 03:15:51.024,1519.1938775510205,1815.1505102040817,1439.640943877551,4221.257015306122,4.028380102040816,2200.689413265306,3105.1061862244896
0,2022-05-30 03:15:39.024,2453.0,3118.0,3588.0,5928.0,7.0,3255.0,3736.5
0,2022-06-04 03:15:51.024,1484.213282247765,1820.420817369093,1495.4157088122606,4856.4051724137935,4.04757343550447,2198.656768837803,3066.6436781609195
0,2022-06-09 03:15:39.024,1460.6763392857142,1707.1926020408164,1429.0328443877552,4450.278698979592,4.030293367346939,2055.3616071428573,2880.608737244898
0,2022-06-14 03:15:51.024,,,,,,,
0,2022-06-19 03:15:19.024,1455.5130739795918,1705.7391581632653,1454.701211734694,4733.011798469388,4.042729591836735,2064.3864795918366,2958.970344387755
0,2022-06-24 03:15:51.024,1601.200306396017,1849.9708923783992,1640.7376484105707,4673.489850631941,4.099195710455764,2176.268862504788,2926.265032554577
0,2022-06-29 03:15:29.024,,,,,,,
0,2022-07-04 03:15:31.024,,,,,,,
0,2022-07-09 03:15:29.024,1910.84375,2144.444196428572,1932.3162202380952,4712.355654761905,4.526785714285714,2528.600446428572,3007.604910714286
0,2022-07-14 03:15:51.024,1617.6870838881491,1714.9374167776298,1560.1438082556592,3164.129161118509,4.715046604527297,1979.6631158455396,2054.88948069241
0,2022-07-19 03:15:29.024,1613.620497707924,1850.2246234446627,1523.5893909626718,4556.304518664048,4.0697445972495085,2354.4882121807464,2773.4895219384416
0,2022-07-24 03:15:31.024,2091.5094102885823,2393.037641154329,2136.7038895859478,4905.774153074028,4.875784190715182,2866.9861982434127,3095.262233375157
0,2022-07-29 03:15:29.024,1755.972927946689,1947.9216992919617,1597.880882965431,4578.974177426073,4.059142024156602,2596.914618908788,3036.605997501041
0,2022-08-03 03:15:31.024,,,,,,,
0,2022-08-08 03:15:19.024,,,,,,,
0,2022-08-13 03:15:31.024,2222.149550402272,1967.547562707052,1694.0903928064365,3267.557501183152,4.87979176526266,2605.921438712731,3559.3568386180787
0,2022-08-18 03:15:19.024,2144.9734395750334,1944.604913678619,1702.9658034528552,2891.187250996016,5.00796812749004,2484.68625498008,2416.9359229747674
0,2022-08-23 03:15:31.024,,,,,,,
0,2022-09-02 03:15:31.024,2449.0,2291.0,2153.0,2034.0,5.0,2851.0,2317.0
0,2022-09-07 03:15:19.024,,,,,,,
0,2022-09-12 03:15:31.025,,,,,,,
0,2022-09-17 03:15:19.024,1603.6427845528456,1891.030487804878,1619.5193089430895,3475.9522357723577,4.399390243902439,2207.3846544715448,2676.673780487805
0,2022-09-22 03:15:31.024,,,,,,,
0,2022-09-27 03:15:19.024,,,,,,,
0,2022-10-02 03:15:51.024,,,,,,,
0,2022-10-07 03:16:09.024,1724.4838070059484,2011.188367481824,1817.339722405816,4539.2967614011895,4.416391275611368,2276.237937871778,3049.4950429610044
0,2022-10-12 03:16:51.024,,,,,,,
0,2022-10-17 03:17:19.024,1670.0,1975.0,1821.0,5156.0,4.0,2208.0,3173.0
0,2022-10-22 03:17:51.024,,,,,,,
0,2022-10-27 03:18:29.024,,,,,,,
0,2022-11-01 03:19:01.024,,,,,,,
0,2022-11-06 03:19:19.024,,,,,,,
0,2022-11-11 03:19:51.024,1820.9893816364768,2041.690193628982,1839.792004996877,3922.923173016864,4.650843222985634,2357.000624609619,2501.9587757651466
0,2022-11-16 03:20:09.024,1777.1225,1886.9135714285717,1623.7907142857143,3600.5778571428573,4.569285714285714,2298.819285714286,2410.829642857143
0,2022-11-21 03:20:31.024,,,,,,,
0,2022-11-26 03:20:49.024,1994.4179918218992,2209.5238527941847,1957.88187187642,4537.968196274421,4.517492049068605,2806.6696955929124,3096.5656519763743
0,2022-12-01 03:21:11.024,2546.0,2346.6666666666665,2135.333333333333,2446.0,5.0,2802.6666666666665,1654.0
0,2022-12-06 03:21:19.024,2098.019553072625,2033.7521947326416,1838.9393455706304,3205.9804469273745,4.83000798084597,2597.9277733439744,2620.7258579409418
0,2022-12-11 03:21:31.024,1632.3857142857144,1660.2,1693.5392857142858,1689.0035714285714,6.964285714285714,1735.475,1596.6607142857142
0,2022-12-16 03:21:39.024,1913.6504288164665,1787.914922813036,1592.5416809605488,2522.7327615780446,5.454888507718697,2222.193138936535,2085.972898799314
0,2022-12-21 03:21:41.024,,,,,,,
0,2022-12-26 03:21:39.024,,,,,,,
0,2022-12-31 03:21:31.024,,,,,,,
1,2021-08-03 03:15:39.024,,,,,,,
1,2021-08-08 03:15:41.024,,,,,,,
1,2021-08-13 03:15:39.024,1123.2487349163098,1072.4791747761774,909.1880108991826,1558.2685869988322,6.207862981704944,1408.8127676138574,1000.124951342935
1,2021-08-18 03:15:41.024,996.278336380256,936.8560329067642,665.1284277879342,1418.083180987203,5.698811700182816,1334.180987202925,719.7184643510055
1,2021-08-23 03:15:39.024,,,,,,,
1,2021-08-28 03:15:41.024,,,,,,,
1,2021-09-02 03:15:39.024,781.1199235547061,1001.9961777353082,739.5078834209269,1936.9068322981368,5.048256091734353,1278.7233635929288,1096.9374104156714
1,2021-09-07 03:15:41.024,832.2535301668806,1164.0603337612324,903.3356867779204,2804.4627727856227,4.826059050064185,1467.5295250320924,1863.221437740693
1,2021-09-12 03:15:39.024,812.922305764411,1160.6328320802006,846.624060150376,3311.2756892230577,4.670426065162907,1440.203007518797,2037.9611528822056
1,2021-09-17 03:15:41.024,481.86206896551727,780.5665024630542,488.38392857142856,2947.053263546798,4.080049261083744,1088.3713054187192,1737.4685960591132
1,2021-09-22 03:15:39.024,,,,,,,
1,2021-09-27 03:15:41.024,674.5220097821253,919.7261004891062,789.5744775455759,2925.014673188084,4.44642063139173,1119.0760337927968,1656.8830591373944
1,2021-10-02 03:15:39.024,2362.6493506493507,2645.6103896103896,2663.038961038961,5033.818181818182,6.8441558441558445,2947.2727272727275,3355.116883116883
1,2021-10-07 03:16:21.024,,,,,,,
1,2021-10-12 03:16:49.024,1732.6524064171124,2063.8877005347595,2107.114973262032,4975.016042780749,6.927807486631016,2262.970588235294,2621.8208556149734
1,2021-11-11 03:19:49.024,,,,,,,
1,2021-11-16 03:20:11.024,,,,,,,
1,2021-11-21 03:20:29.024,826.6747062461349,878.6150278293136,562.8648732220161,2762.287878787879,4.648113790970934,1459.5807050092765,1868.656462585034
1,2021-11-26 03:20:51.024,826.7398826073525,835.6076614148903,437.3089280197714,2590.2940994748224,4.348779734321903,1549.5736793327155,1845.8476984862527
1,2021-12-01 03:21:09.024,,,,,,,
1,2021-12-06 03:21:21.024,,,,,,,
1,2021-12-11 03:21:29.024,,,,,,,
1,2021-12-16 03:21:41.024,1270.7357142857145,1251.625,1186.8464285714283,1495.9392857142857,6.846428571428572,1537.9571428571428,1003.675
1,2021-12-21 03:21:39.024,1014.0056890012644,980.1864728192162,779.8435524652339,1487.9443742098608,6.157079646017699,1324.4551201011377,1197.299936788875
1,2021-12-26 03:21:41.024,960.7653736991484,1041.314096499527,917.4474929044466,1460.608798486282,5.422421948912016,1286.0771050141911,913.3699148533584
1,2021-12-31 03:21:29.024,597.1454886044334,697.2516390883546,460.7574149235092,1558.7876990321574,3.654698719950047,987.857009054012,866.2344676865439
1,2022-01-05 03:21:31.024,779.9820359281437,1072.027474462839,889.6988376188799,2236.945755547728,5.4068333920394505,1288.2810848890454,1270.0989785135612
1,2022-01-10 03:21:09.024,880.2095490716181,1164.215384615385,959.1023872679044,3190.706631299735,4.723607427055703,1435.2259946949605,2149.601061007957
1,2022-01-20 03:20:39.024,360.0942989214176,662.0939907550077,412.4961479198767,3408.215408320493,4.039137134052388,902.995377503852,1799.371340523883
1,2022-01-30 03:19:49.024,1715.0202507232402,2098.5882352941176,2035.3269045323048,5329.614271938283,5.324011571841852,2196.6586306653808,2910.06075216972
1,2022-02-04 03:19:31.024,,,,,,,
1,2022-02-09 03:18:59.024,,,,,,,
1,2022-02-14 03:18:31.024,1553.5731285988484,1784.8975047984643,1591.1547024952015,4466.971209213052,4.276391554702495,2050.9746641074858,2577.8898272552783
1,2022-02-19 03:17:49.024,1782.5281124497992,2065.5140562248994,1785.379518072289,5376.204819277108,4.285140562248996,2522.9859437751006,3112.126506024096
1,2022-02-24 03:17:31.024,2359.3256880733943,2726.59747706422,2633.488532110092,5254.743119266055,6.711009174311927,3026.4002293577983,3134.317660550458
1,2022-03-01 03:16:49.024,1447.1541463414635,1772.571707317073,1419.709268292683,4925.582439024391,4.0,2183.4673170731708,2668.7473170731705
1,2022-03-06 03:16:21.024,1886.456647398844,2179.2369942196533,1943.691714836224,4567.082851637765,4.595375722543353,2598.495183044316,2844.922928709056
1,2022-03-11 03:15:39.024,1740.5346869712353,1929.68358714044,1609.6497461928934,4324.670389170897,4.182741116751269,2479.041962774957,2659.286632825719
1,2022-03-16 03:15:41.024,2574.3846153846152,2994.6153846153848,3000.504273504273,4522.957264957265,6.991452991452992,3217.589743589744,2678.1153846153848
1,2022-03-21 03:15:39.024,,,,,,,
1,2022-03-26 03:15:41.024,2581.9476394849785,2285.4489270386266,1902.048068669528,4069.224034334764,4.902145922746781,3274.301287553648,4264.548497854077
1,2022-03-31 03:15:39.024,,,,,,,
1,2022-04-05 03:15:41.024,1879.3657675016057,1768.6917148362236,1580.6104688503533,2407.921001926782,5.590237636480411,2197.073538856776,1959.886319845857
1,2022-04-10 03:15:39.024,2652.003891050584,2616.6459143968877,2575.34046692607,3000.406614785992,5.046692607003891,2915.9153696498056,2365.3453307393
1,2022-04-15 03:15:41.024,2477.734194739271,2494.5666820489155,2345.376095985233,2798.1269035533,5.40793724042455,2817.7595754499307,2143.542224273189
1,2022-04-20 03:15:39.024,1871.3125,2032.03125,1751.53125,3324.9375,4.5625,2418.28125,2304.96875
1,2022-04-25 03:15:41.024,1923.5825332920408,2093.9739857541035,1907.37194177764,2831.898420563642,4.898110870238464,2391.244657788789,1970.841127283989
1,2022-04-30 03:15:29.024,,,,,,,
1,2022-05-10 03:15:39.024,1575.8408163265306,1917.869387755102,1666.0265306122449,5432.028571428571,4.13265306122449,2200.589795918367,3296.0591836734693
1,2022-05-15 03:15:41.024,,,,,,,
1,2022-05-20 03:15:39.024,1577.8790810157195,1746.2950423216446,1627.9733978234583,3546.4812575574365,4.058041112454656,1925.9165659008463,2439.118500604595
1,2022-05-25 03:15:51.024,1373.1646660510926,1620.080947983995,1272.442597722376,4539.778701138812,4.01969836872884,1986.0695598645736,2815.368728839643
1,2022-05-30 03:15:39.024,2469.6666666666665,2819.333333333333,3027.333333333333,5439.333333333333,7.0,2886.6666666666665,3344.6666666666665
1,2022-06-04 03:15:51.024,1370.0831024930749,1633.203139427516,1343.5524776854418,4976.648815020006,4.05078485687904,1969.80486303478,2742.2068328716528
1,2022-06-09 03:15:39.024,1336.7916281932903,1520.6608187134502,1297.8864265927978,4492.159741458911,4.023699599876886,1813.0172360726376,2608.776238842721
1,2022-06-14 03:15:51.024,1555.955623100304,1795.051671732523,1552.4382978723404,5123.231003039514,4.041337386018237,2146.804255319149,2823.791489361702
1,2022-06-19 03:15:19.024,1576.4749274761707,1850.2681309573145,1596.7422295897222,5311.334438458351,4.070037297969333,2252.2656444260256,2807.880232076254
1,2022-06-24 03:15:51.024,1646.9712158808934,1946.5320099255584,1684.0019851116626,4962.995533498759,4.129528535980149,2367.4774193548387,2812.7925558312654
1,2022-06-29 03:15:29.024,,,,,,,
1,2022-07-04 03:15:31.024,,,,,,,
1,2022-07-09 03:15:29.024,,,,,,,
1,2022-07-14 03:15:51.024,,,,,,,
1,2022-07-19 03:15:29.024,,,,,,,
1,2022-07-24 03:15:31.024,2613.716381418093,2504.8141809290955,2195.440097799511,4157.833740831296,5.215158924205379,3354.6748166259167,3580.601466992665
