ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
1,Chau_Phu,10.542192,105.18792,WS,T,10-04-2022,1.4,7231.1436
2,Chau_Thanh,10.400189,105.331053,SA,T,15-07-2022,1.32,5959.8306
3,Chau_Phu,10.505489,105.203926,SA,D,14-07-2022,1.4,6061.516
4,Chau_Phu,10.52352,105.138274,WS,D,10-04-2022,1.8,6412.741
5,Thoai_Son,10.29466,105.248528,SA,T,20-07-2022,2.2,5965.073
6,Chau_Phu,10.633572,105.172813,WS,D,12-04-2022,2.5,6461.3813
7,Chau_Thanh,10.434116,105.27315,SA,T,15-07-2022,2.2,5953.5513
8,Chau_Phu,10.61225,105.175364,SA,D,09-08-2022,4.0,6274.788
9,Thoai_Son,10.268095,105.344826,WS,T,10-04-2022,1.5,7319.609
10,Chau_Phu,10.523312,105.286299,WS,T,01-04-2022,3.0,7294.737
11,Chau_Phu,10.554634,105.1522,SA,D,04-07-2022,2.3,7161.0884
12,Chau_Phu,10.542998,105.261159,SA,D,14-07-2022,4.9,6242.235
13,Chau_Phu,10.473786,105.190479,SA,T,14-07-2022,1.7,5938.491
14,Chau_Phu,10.52352,105.138274,SA,D,20-07-2022,1.8,6107.4487
15,Chau_Thanh,10.371317,105.31009,SA,T,04-08-2022,2.0,6475.777
16,Chau_Thanh,10.456905,105.186106,WS,T,26-03-2022,1.529,7241.58
17,Chau_Phu,10.441423,105.115088,SA,D,20-07-2022,4.0,5971.2007
18,Thoai_Son,10.227343,105.230821,SA,T,20-07-2022,1.8,5923.6187
19,Thoai_Son,10.279477,105.288145,SA,T,20-07-2022,2.0,5904.5493
20,Thoai_Son,10.326776,105.33819,WS,T,12-04-2022,1.7,6847.8813
21,Thoai_Son,10.293434,105.256309,WS,T,13-04-2022,2.3,7233.106
22,Chau_Thanh,10.405702,105.208668,SA,T,20-07-2022,1.32,5884.297
23,Chau_Phu,10.56984,105.190938,WS,T,10-04-2022,2.3,7356.3394
24,Chau_Thanh,10.41636,105.142144,SA,T,26-07-2022,1.43,5987.854
25,Chau_Thanh,10.371317,105.31009,WS,T,10-04-2022,2.0,6961.7876
26,Chau_Thanh,10.40097,105.348815,WS,T,25-03-2022,2.53,7161.5273
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,7064.341
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,6163.606
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,5893.311
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,6262.2964
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,5964.7275
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,5913.818
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7197.6514
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,6624.1836
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,7016.894
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,6648.1304
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,5849.5557
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,5842.6587
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,6689.7163
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,6093.116
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7193.0493
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5853.1685
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,6342.9844
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7268.859
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,5928.381
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6254.77
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,6174.18
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7173.9424
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,5896.054
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,6521.601
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7198.546
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7502.994
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5939.824
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7125.309
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,6996.916
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7178.954
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,6574.113
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7333.097
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5928.5093
