ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
1,Chau_Phu,10.542192,105.18792,WS,T,10-04-2022,1.4,7157.898
2,Chau_Thanh,10.400189,105.331053,SA,T,15-07-2022,1.32,5901.3135
3,Chau_Phu,10.505489,105.203926,SA,D,14-07-2022,1.4,6131.478
4,Chau_Phu,10.52352,105.138274,WS,D,10-04-2022,1.8,6947.5396
5,Thoai_Son,10.29466,105.248528,SA,T,20-07-2022,2.2,5948.208
6,Chau_Phu,10.633572,105.172813,WS,D,12-04-2022,2.5,6607.2476
7,Chau_Thanh,10.434116,105.27315,SA,T,15-07-2022,2.2,5933.9517
8,Chau_Phu,10.61225,105.175364,SA,D,09-08-2022,4.0,6419.332
9,Thoai_Son,10.268095,105.344826,WS,T,10-04-2022,1.5,7241.672
10,Chau_Phu,10.523312,105.286299,WS,T,01-04-2022,3.0,7438.0166
11,Chau_Phu,10.554634,105.1522,SA,D,04-07-2022,2.3,7157.2466
12,Chau_Phu,10.542998,105.261159,SA,D,14-07-2022,4.9,6094.5747
13,Chau_Phu,10.473786,105.190479,SA,T,14-07-2022,1.7,5965.474
14,Chau_Phu,10.52352,105.138274,SA,D,20-07-2022,1.8,6046.8975
15,Chau_Thanh,10.371317,105.31009,SA,T,04-08-2022,2.0,6999.783
16,Chau_Thanh,10.456905,105.186106,WS,T,26-03-2022,1.529,7256.9194
17,Chau_Phu,10.441423,105.115088,SA,D,20-07-2022,4.0,5943.762
18,Thoai_Son,10.227343,105.230821,SA,T,20-07-2022,1.8,5947.985
19,Thoai_Son,10.279477,105.288145,SA,T,20-07-2022,2.0,5910.436
20,Thoai_Son,10.326776,105.33819,WS,T,12-04-2022,1.7,6739.1504
21,Thoai_Son,10.293434,105.256309,WS,T,13-04-2022,2.3,7227.2686
22,Chau_Thanh,10.405702,105.208668,SA,T,20-07-2022,1.32,5886.2544
23,Chau_Phu,10.56984,105.190938,WS,T,10-04-2022,2.3,7365.491
24,Chau_Thanh,10.41636,105.142144,SA,T,26-07-2022,1.43,5935.713
25,Chau_Thanh,10.371317,105.31009,WS,T,10-04-2022,2.0,7033.0996
26,Chau_Thanh,10.40097,105.348815,WS,T,25-03-2022,2.53,7210.5825
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,6889.9604
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,6088.293
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,5896.471
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,6155.751
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,5973.1846
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,5861.2188
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7312.525
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,7072.6685
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,7157.3276
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,6603.7324
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,5895.7104
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,5866.229
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,6844.435
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,6038.1675
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7337.6367
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5885.6006
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,6418.7637
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7339.033
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,5925.783
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6272.8467
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,6114.049
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7318.5205
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,5844.4893
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,6438.8306
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7285.437
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7414.6064
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5950.672
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7222.5986
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,7090.1055
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7236.818
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,6947.509
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7415.7305
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5942.9346
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,5831.204
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,6054.23
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7204.713
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,5949.7637
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,5882.2046
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,6924.0
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,6982.955
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,6568.451
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7170.106
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7278.65
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,5933.1655
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,5861.8037
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7264.4766
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,5918.8
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6487.1733
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7177.1636
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,5854.365
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7242.866
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,5876.7666
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7252.792
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7257.609
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,5817.908
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7275.4517
